ID,Received At,Severity,Category,Plate Number,Camera ID,Camera Code,Camera Name,District,Watchlist Hit,Status,Title,Notes
anpr-ingest-598623ec,2026-09-01 13:04:10.978874+00:00,INFO,ANPR_DETECTION,GJ1BR3000,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BR3000,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-eafb512b,2026-09-01 13:04:10.889838+00:00,INFO,ANPR_DETECTION,GJ9BR3000,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ9BR3000,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-dab4bfcc,2026-09-01 13:04:10.764437+00:00,INFO,ANPR_DETECTION,GJ19BR3000,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ19BR3000,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-8eaebf2d,2026-09-01 13:04:10.664028+00:00,INFO,ANPR_DETECTION,GJ198R3000,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ198R3000,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-6bb32ba2,2026-09-01 13:04:02.816086+00:00,INFO,ANPR_DETECTION,GJ36AR290,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36AR290,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-ea5d8d9a,2026-09-01 13:04:02.802596+00:00,INFO,ANPR_DETECTION,GJ361R290,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ361R290,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0394cd48,2026-09-01 13:04:02.799989+00:00,INFO,ANPR_DETECTION,GJ06AR290,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ06AR290,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0ee8e049,2026-09-01 13:04:02.518240+00:00,INFO,ANPR_DETECTION,GJ1AS711,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1AS711,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c88af44e,2026-09-01 13:04:02.432795+00:00,INFO,ANPR_DETECTION,GJ1TS7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1TS7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-cbe68099,2026-09-01 13:04:02.415371+00:00,INFO,ANPR_DETECTION,GJ1TAS7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1TAS7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-5c591680,2026-09-01 13:04:02.415310+00:00,INFO,ANPR_DETECTION,GJ1TIS7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1TIS7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e01857d2,2026-09-01 13:04:02.407067+00:00,INFO,ANPR_DETECTION,GJ1AS7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1AS7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-d7dc2bbf,2026-09-01 13:04:02.113214+00:00,INFO,ANPR_DETECTION,GJ1S7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1S7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-cf954438,2026-09-01 13:04:02.098509+00:00,INFO,ANPR_DETECTION,GJ11AS7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11AS7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-24e6e1c1,2026-09-01 13:04:02.097854+00:00,INFO,ANPR_DETECTION,GJ11S7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11S7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e7148cef,2026-09-01 13:04:02.097729+00:00,INFO,ANPR_DETECTION,GJ11LS7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11LS7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c6d48afe,2026-09-01 13:04:02.097228+00:00,INFO,ANPR_DETECTION,GJ111S7119,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ111S7119,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-af467cf3,2026-09-01 13:04:01.492936+00:00,INFO,ANPR_DETECTION,GJ11CQ731,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CQ731,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-1977ee5a,2026-09-01 13:04:01.476482+00:00,INFO,ANPR_DETECTION,GJ11C071,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C071,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-af235e83,2026-09-01 13:04:01.390648+00:00,INFO,ANPR_DETECTION,GJ11CA731,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CA731,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-19548b33,2026-09-01 13:04:00.612543+00:00,INFO,ANPR_DETECTION,GJ11C7311,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C7311,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-52596079,2026-09-01 13:03:50.803689+00:00,INFO,ANPR_DETECTION,GJ11CD7311,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD7311,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-dc8d9826,2026-09-01 13:03:50.562289+00:00,INFO,ANPR_DETECTION,GJ11C0730,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C0730,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-76d10712,2026-09-01 13:03:50.558927+00:00,INFO,ANPR_DETECTION,GJ11C0731,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C0731,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-a695f852,2026-09-01 13:03:50.558860+00:00,INFO,ANPR_DETECTION,GJ11C4731,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C4731,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-f8f2cd01,2026-09-01 13:03:50.558702+00:00,INFO,ANPR_DETECTION,GJ11C073,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C073,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-003c936d,2026-09-01 13:03:23.940935+00:00,INFO,ANPR_DETECTION,GJ1U9597,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1U9597,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0257828c,2026-09-01 13:03:23.939132+00:00,INFO,ANPR_DETECTION,GJ1L9597,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1L9597,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e3ec495c,2026-09-01 13:03:23.769236+00:00,INFO,ANPR_DETECTION,GJ1A9591,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1A9591,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-229e2708,2026-09-01 13:03:23.768551+00:00,INFO,ANPR_DETECTION,GJ1A9597,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1A9597,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-a47930d8,2026-09-01 13:03:23.767849+00:00,INFO,ANPR_DETECTION,GJ1BH3859,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BH3859,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-2af65235,2026-09-01 13:03:23.758709+00:00,INFO,ANPR_DETECTION,GJ11B3859,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11B3859,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0ef53913,2026-09-01 13:03:22.820310+00:00,INFO,ANPR_DETECTION,GJ11BH3859,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11BH3859,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-ccb6a3c7,2026-09-01 13:03:08.644629+00:00,INFO,ANPR_DETECTION,GJ11CLD500,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CLD500,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-eaff37ca,2026-09-01 13:03:08.630624+00:00,INFO,ANPR_DETECTION,GJ11CL0500,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CL0500,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-3d7867a7,2026-09-01 13:03:08.615690+00:00,INFO,ANPR_DETECTION,GJ1ICL0500,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1ICL0500,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-a47c43ac,2026-09-01 13:03:03.442487+00:00,INFO,ANPR_DETECTION,RJ4GE1559,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ4GE1559,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-1dfa4b80,2026-09-01 13:03:03.442460+00:00,INFO,ANPR_DETECTION,RJ45CJ1555,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ45CJ1555,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-29ebe1f8,2026-09-01 13:03:03.436383+00:00,INFO,ANPR_DETECTION,RJ46EA1555,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ46EA1555,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-d5d8bb6f,2026-09-01 13:03:03.313460+00:00,INFO,ANPR_DETECTION,RJ45EA1555,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ45EA1555,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-02982cb9,2026-09-01 13:03:03.179326+00:00,INFO,ANPR_DETECTION,RJ6E1555,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ6E1555,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-350789e0,2026-09-01 13:02:58.996171+00:00,INFO,ANPR_DETECTION,RJ46E155,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ46E155,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-72207c26,2026-09-01 13:02:54.877856+00:00,INFO,ANPR_DETECTION,RJ66E1555,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ66E1555,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-31c778b1,2026-09-01 13:02:54.877811+00:00,INFO,ANPR_DETECTION,RJ6E155,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ6E155,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-b744d298,2026-09-01 13:02:54.877808+00:00,INFO,ANPR_DETECTION,RJ46E1555,12,CAM-GJ-SUR-012,Ring Road Express CCTV Node #12,Surat,False,NEW,📷 ANPR Detection: RJ46E1555,"Detected at Ring Road Express CCTV Node #12 (21.1702, 72.8311). Watchlist Hit: False"
anpr-ingest-4174e616,2026-09-01 13:02:18.681309+00:00,INFO,ANPR_DETECTION,GJ11CD338,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD338,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e08c95e3,2026-09-01 13:02:13.687645+00:00,INFO,ANPR_DETECTION,GJ11CD3386,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD3386,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-21d6a75d,2026-09-01 13:01:44.565733+00:00,INFO,ANPR_DETECTION,GJ1IS438,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1IS438,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-5337f723,2026-09-01 13:01:44.565107+00:00,INFO,ANPR_DETECTION,GJ1TS4318,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1TS4318,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-7cc093e5,2026-09-01 13:01:44.564620+00:00,INFO,ANPR_DETECTION,GJ1LS4318,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1LS4318,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-491a7266,2026-09-01 13:01:44.278796+00:00,INFO,ANPR_DETECTION,GJ11S4318,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11S4318,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-f1e056f3,2026-09-01 13:01:44.278794+00:00,INFO,ANPR_DETECTION,GJ11SJ318,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11SJ318,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0ad22eb0,2026-09-01 13:01:35.069363+00:00,INFO,ANPR_DETECTION,GJ1L8225,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1L8225,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-085f2b2e,2026-09-01 13:01:34.985373+00:00,INFO,ANPR_DETECTION,GJ11L8225,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11L8225,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-777b9817,2026-09-01 13:01:31.095220+00:00,INFO,ANPR_DETECTION,GJ11BW2513,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11BW2513,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-8b638f6b,2026-09-01 13:01:31.094654+00:00,INFO,ANPR_DETECTION,GJ10L8225,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ10L8225,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-18bc4079,2026-09-01 13:01:31.094554+00:00,INFO,ANPR_DETECTION,GJ11CL8225,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CL8225,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-eda81ad3,2026-09-01 13:01:31.094034+00:00,INFO,ANPR_DETECTION,GJ110L8225,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ110L8225,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-b439d62f,2026-09-01 13:01:31.093311+00:00,INFO,ANPR_DETECTION,GJ110L8215,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ110L8215,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-d087be25,2026-09-01 13:01:31.093262+00:00,INFO,ANPR_DETECTION,GJ1CL8225,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1CL8225,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-ead56ca6,2026-09-01 13:01:30.546409+00:00,INFO,ANPR_DETECTION,GJ118R251,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ118R251,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-a95d4f76,2026-09-01 13:01:30.180724+00:00,INFO,ANPR_DETECTION,GJ1BR2513,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BR2513,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-20416e33,2026-09-01 13:01:30.168988+00:00,INFO,ANPR_DETECTION,GJ10B5083,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ10B5083,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-775e806e,2026-09-01 13:01:30.167714+00:00,INFO,ANPR_DETECTION,GJ118R2513,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ118R2513,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-756b7793,2026-09-01 13:01:30.167605+00:00,INFO,ANPR_DETECTION,GJ118R2511,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ118R2511,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-2f5d3e6c,2026-09-01 13:01:30.167373+00:00,INFO,ANPR_DETECTION,GJ110B9063,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ110B9063,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-5cb894e4,2026-09-01 13:01:30.158967+00:00,INFO,ANPR_DETECTION,GJ11BR251,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11BR251,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-1dbfaf7f,2026-09-01 13:01:30.158518+00:00,INFO,ANPR_DETECTION,GJ11BR2513,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11BR2513,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-2e59d3d1,2026-09-01 13:01:30.157899+00:00,INFO,ANPR_DETECTION,GJ1DB9063,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1DB9063,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e43a934b,2026-09-01 13:01:30.094389+00:00,INFO,ANPR_DETECTION,GJ11DB9063,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11DB9063,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-fa4a9387,2026-09-01 13:01:30.093675+00:00,INFO,ANPR_DETECTION,GJ11BR25,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11BR25,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-53f37c7e,2026-09-01 13:01:30.092980+00:00,INFO,ANPR_DETECTION,GJ11B9083,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11B9083,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-8b89a39b,2026-09-01 13:01:29.445449+00:00,INFO,ANPR_DETECTION,GJ11DB9083,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11DB9083,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-bd45f1f4,2026-09-01 13:01:29.267217+00:00,INFO,ANPR_DETECTION,GJ1NBB063,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1NBB063,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-ba8be2cb,2026-09-01 13:01:13.956011+00:00,INFO,ANPR_DETECTION,GJ324G151,7,CAM-GJ-VAD-007,Alkapuri Junction CCTV Node #07,Vadodara,False,NEW,📷 ANPR Detection: GJ324G151,"Detected at Alkapuri Junction CCTV Node #07 (22.3039, 70.8022). Watchlist Hit: False"
anpr-ingest-9803915a,2026-09-01 13:01:13.952433+00:00,INFO,ANPR_DETECTION,GJ3AG1548,7,CAM-GJ-VAD-007,Alkapuri Junction CCTV Node #07,Vadodara,False,NEW,📷 ANPR Detection: GJ3AG1548,"Detected at Alkapuri Junction CCTV Node #07 (22.3039, 70.8022). Watchlist Hit: False"
anpr-ingest-fc020e5e,2026-09-01 13:00:22.010278+00:00,INFO,ANPR_DETECTION,GJ18EFB465,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18EFB465,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e096688f,2026-09-01 13:00:21.971304+00:00,INFO,ANPR_DETECTION,GJ18EF6485,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18EF6485,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c3023506,2026-09-01 13:00:21.874613+00:00,INFO,ANPR_DETECTION,GJ18EF6465,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18EF6465,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-21c90dda,2026-09-01 13:00:18.243217+00:00,INFO,ANPR_DETECTION,GJ1BEF8469,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BEF8469,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-8950a260,2026-09-01 13:00:18.242384+00:00,INFO,ANPR_DETECTION,GJ1BEF6465,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BEF6465,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0e578a97,2026-09-01 13:00:18.242360+00:00,INFO,ANPR_DETECTION,GJ1BEF6469,6,CAM-GJ-AHM-006,S.G. Highway CCTV Node #06,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BEF6469,"Detected at S.G. Highway CCTV Node #06 (23.0225, 72.5714). Watchlist Hit: False"
