camera_uuid,camera_code,name,department_id,department_name,district,health_status,lifecycle,stream_url,latitude,longitude,location_geom,created_at,location_geog
06bea2c4-2800-4b38-8881-d1863535c93d,CAM-GJ-AHM-002751,Ahmedabad Junction-2751 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002751,22.977337,72.684251,0101000020E610000057D0B4C4CA2B5240B62BF4C132FA3640,2026-08-22 07:55:47.732565+00:00,0101000020E610000057D0B4C4CA2B5240B62BF4C132FA3640
44ce9fc1-d591-47b0-86a8-c5a19f6e951b,CAM-GJ-AHM-002752,Ahmedabad Junction-2752 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002752,22.942804,72.501747,0101000020E61000006EF7729F1C205240B9895A9A5BF13640,2026-08-22 07:55:47.732565+00:00,0101000020E61000006EF7729F1C205240B9895A9A5BF13640
5e478dfe-86f6-490a-aa20-86451b225173,CAM-GJ-AHM-002759,Ahmedabad Junction-2759 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002759,23.070977,72.655571,0101000020E61000002F4D11E0F4295240A8C4758C2B123740,2026-08-22 07:55:47.732565+00:00,0101000020E61000002F4D11E0F4295240A8C4758C2B123740
5b120d1b-573a-4cb8-9b54-7ceee77a55fb,CAM-GJ-AHM-002783,Ahmedabad Junction-2783 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002783,23.10456,72.591446,0101000020E610000067D65240DA2552404278B471C41A3740,2026-08-22 07:55:47.732565+00:00,0101000020E610000067D65240DA2552404278B471C41A3740
8f283a30-35a1-4643-8737-a4fb2ddbebfe,CAM-GJ-AHM-002796,Ahmedabad Junction-2796 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002796,23.139359,72.60784,0101000020E6100000D74CBED9E62652403C670B08AD233740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000D74CBED9E62652403C670B08AD233740
25ca1ad7-4464-4b1e-a501-8402211d1bd1,CAM-GJ-AHM-002804,Ahmedabad Junction-2804 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002804,22.961739,72.466331,0101000020E61000001A87FA5DD81D5240AA49F08634F63640,2026-08-22 07:55:47.732565+00:00,0101000020E61000001A87FA5DD81D5240AA49F08634F63640
498a3d66-cc9f-4625-8e31-1b7de029bb46,CAM-GJ-AHM-002815,Ahmedabad Junction-2815 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002815,23.100641,72.635898,0101000020E6100000E065868DB228524001A3CB9BC3193740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000E065868DB228524001A3CB9BC3193740
581f7d75-1bfa-4f5b-983f-6f64d8ec0b6b,CAM-GJ-AHM-002820,Ahmedabad Junction-2820 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002820,23.052124,72.472945,0101000020E6100000A1F31ABB441E524032569BFF570D3740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000A1F31ABB441E524032569BFF570D3740
863b5e07-4582-4d84-af3b-d70816f650c5,CAM-GJ-AHM-002831,Ahmedabad Junction-2831 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002831,23.129446,72.501648,0101000020E6100000A58636001B2052401899805F23213740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000A58636001B2052401899805F23213740
6646d9e6-c111-418c-aa68-cb2b5253446b,CAM-GJ-AHM-002833,Ahmedabad Junction-2833 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002833,23.057377,72.516479,0101000020E61000008884EFFD0D215240E78A5242B00E3740,2026-08-22 07:55:47.732565+00:00,0101000020E61000008884EFFD0D215240E78A5242B00E3740
719d6f16-5873-47ec-974a-51d88caff990,CAM-GJ-AHM-002836,Ahmedabad Junction-2836 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002836,22.937721,72.553068,0101000020E6100000B41D537765235240BDC5C37B0EF03640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000B41D537765235240BDC5C37B0EF03640
df11abe0-8897-4323-b648-9eaa15bf8a84,CAM-GJ-AHM-002840,Ahmedabad Junction-2840 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002840,22.966976,72.582575,0101000020E6100000E71DA7E848255240530438BD8BF73640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000E71DA7E848255240530438BD8BF73640
b9f5b3db-d530-4314-b0cf-ad97d69cfac9,CAM-GJ-AHM-002851,Ahmedabad Junction-2851 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,OFFLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002851,23.082579,72.642804,0101000020E61000003B6F63B3232952401D56B8E523153740,2026-08-22 07:55:47.732565+00:00,0101000020E61000003B6F63B3232952401D56B8E523153740
47b52cba-6519-4b4e-a31c-ca6182464611,CAM-GJ-AHM-002869,Ahmedabad Junction-2869 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002869,22.959878,72.478834,0101000020E6100000A08D5C37A51E52405F268A90BAF53640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000A08D5C37A51E52405F268A90BAF53640
6bd4f7f8-9e28-4a60-90e3-615c39eb6ba3,CAM-GJ-AHM-002874,Ahmedabad Junction-2874 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002874,22.967443,72.586322,0101000020E610000038BBB54C862552407FBE2D58AAF73640,2026-08-22 07:55:47.732565+00:00,0101000020E610000038BBB54C862552407FBE2D58AAF73640
6ed750cb-f260-49d7-9250-b6b5b5591e78,CAM-GJ-AHM-002875,Ahmedabad Junction-2875 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002875,23.142872,72.649235,0101000020E6100000CA1AF5108D2952409D83674293243740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000CA1AF5108D2952409D83674293243740
8661d4f7-7780-49f3-9039-41504b39df36,CAM-GJ-AHM-002894,Ahmedabad Junction-2894 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002894,23.130581,72.515396,0101000020E61000004F1F813FFC2052409E7AA4C16D213740,2026-08-22 07:55:47.732565+00:00,0101000020E61000004F1F813FFC2052409E7AA4C16D213740
a5c07be4-5528-4b63-9e25-dd20f4deaa1a,CAM-GJ-AHM-002905,Ahmedabad Junction-2905 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002905,22.975881,72.511222,0101000020E6100000BABF7ADCB7205240ACC95356D3F93640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000BABF7ADCB7205240ACC95356D3F93640
bc505316-e33f-40f9-b9cb-4a1b55548c36,CAM-GJ-AHM-002918,Ahmedabad Junction-2918 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002918,23.079354,72.511909,0101000020E6100000CC61F71DC320524089CE328B50143740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000CC61F71DC320524089CE328B50143740
893cb370-5f5a-489b-867a-cfbe9bc53176,CAM-GJ-AHM-002939,Ahmedabad Junction-2939 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,OFFLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002939,23.062056,72.516227,0101000020E6100000FB93F8DC092152404485EAE6E20F3740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000FB93F8DC092152404485EAE6E20F3740
95a4844e-a615-4d57-9920-cdfcee4196ea,CAM-GJ-AHM-002948,Ahmedabad Junction-2948 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002948,23.1034,72.458773,0101000020E61000006BD26D895C1D52400A68226C781A3740,2026-08-22 07:55:47.732565+00:00,0101000020E61000006BD26D895C1D52400A68226C781A3740
8e8c2abf-66c3-48ae-ab48-95f73df65573,CAM-GJ-AHM-002953,Ahmedabad Junction-2953 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002953,22.995076,72.44686,0101000020E6100000FF78AF5A991C5240D508FD4CBDFE3640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000FF78AF5A991C5240D508FD4CBDFE3640
c09a2a5f-979c-4846-a5ba-c4751b85079f,CAM-GJ-AHM-002982,Ahmedabad Junction-2982 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002982,23.060938,72.528715,0101000020E6100000E6797077D62152406A15FDA1990F3740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000E6797077D62152406A15FDA1990F3740
2409a8d9-dab6-4fc4-9529-246341a126bc,CAM-GJ-AHM-002985,Ahmedabad Junction-2985 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002985,23.060553,72.599362,0101000020E6100000C51D6FF25B265240B8ACC266800F3740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000C51D6FF25B265240B8ACC266800F3740
011538c7-5c5b-42b5-9c20-0839ae6a4757,CAM-GJ-AHM-002999,Ahmedabad Junction-2999 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-002999,23.051432,72.545433,0101000020E6100000304AD05FE8225240C6F7C5A52A0D3740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000304AD05FE8225240C6F7C5A52A0D3740
a4ff9601-cf8c-4074-baea-e05abf9bdeca,CAM-GJ-AHM-003006,Ahmedabad Junction-3006 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003006,23.044202,72.616589,0101000020E6100000B284B53176275240F46A80D2500B3740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000B284B53176275240F46A80D2500B3740
690b9a36-d04e-4a29-bc23-241365a228e1,CAM-GJ-AHM-003018,Ahmedabad Junction-3018 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003018,23.056769,72.677758,0101000020E61000008D261763602B5240376DC669880E3740,2026-08-22 07:55:47.732565+00:00,0101000020E61000008D261763602B5240376DC669880E3740
72dcc7b8-0982-4d22-9172-8441c7476cbc,CAM-GJ-AHM-003026,Ahmedabad Junction-3026 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003026,22.907194,72.549672,0101000020E6100000B9E177D32D2352409F20B1DD3DE83640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000B9E177D32D2352409F20B1DD3DE83640
779695a8-d125-4589-955d-c300e3236ae3,CAM-GJ-AHM-003036,Ahmedabad Junction-3036 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003036,22.901156,72.602197,0101000020E6100000F52F49658A2652401C98DC28B2E63640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000F52F49658A2652401C98DC28B2E63640
e07be45e-0016-4d8d-a69f-2ca98a71ebe4,CAM-GJ-AHM-003039,Ahmedabad Junction-3039 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003039,22.977727,72.581363,0101000020E6100000AF06280D352552408C6A11514CFA3640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000AF06280D352552408C6A11514CFA3640
76cb675f-38c3-4c41-a36e-4f6f4739bc40,CAM-GJ-AHM-003043,Ahmedabad Junction-3043 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,OFFLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003043,22.931266,72.613558,0101000020E6100000BF0CC6884427524072E0D57267EE3640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000BF0CC6884427524072E0D57267EE3640
2f7b098f-e75a-4746-918b-30ed1f4f8a43,CAM-GJ-AHM-003056,Ahmedabad Junction-3056 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003056,22.977075,72.536058,0101000020E610000096B036C64E2252403CBD529621FA3640,2026-08-22 07:55:47.732565+00:00,0101000020E610000096B036C64E2252403CBD529621FA3640
bd92a147-7beb-429d-9ae3-efb589a53e06,CAM-GJ-AHM-003079,Ahmedabad Junction-3079 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003079,23.143307,72.51501,0101000020E61000003BC780ECF5205240B2497EC4AF243740,2026-08-22 07:55:47.732565+00:00,0101000020E61000003BC780ECF5205240B2497EC4AF243740
04f79ce9-6439-43e6-bb0c-84a380a6cddb,CAM-GJ-AHM-003089,Ahmedabad Junction-3089 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003089,22.90711,72.616529,0101000020E610000047020D3675275240E3DF675C38E83640,2026-08-22 07:55:47.732565+00:00,0101000020E610000047020D3675275240E3DF675C38E83640
d0187778-bdc6-4ce7-adcc-ef2cb41e0843,CAM-GJ-AHM-003111,Ahmedabad Junction-3111 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003111,22.977762,72.53884,0101000020E6100000B471C45A7C2252408445459C4EFA3640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000B471C45A7C2252408445459C4EFA3640
331a8e34-05fc-4b24-9990-aa20b918394a,CAM-GJ-AHM-003113,Ahmedabad Junction-3113 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003113,23.032358,72.647374,0101000020E6100000F7915B936E29524093C3279D48083740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000F7915B936E29524093C3279D48083740
22f0047b-139b-4e1e-893f-0b6f170118b0,CAM-GJ-AHM-003121,Ahmedabad Junction-3121 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003121,22.903075,72.603974,0101000020E610000098689082A7265240D0D556EC2FE73640,2026-08-22 07:55:47.732565+00:00,0101000020E610000098689082A7265240D0D556EC2FE73640
dc84a601-fb86-46ea-be9a-380db3d9759b,CAM-GJ-AHM-003124,Ahmedabad Junction-3124 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003124,22.914599,72.648066,0101000020E610000092E9D0E9792952404DF4F92823EA3640,2026-08-22 07:55:47.732565+00:00,0101000020E610000092E9D0E9792952404DF4F92823EA3640
1b47063a-cbf1-41c0-9755-e5e18592c348,CAM-GJ-AHM-003129,Ahmedabad Junction-3129 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003129,23.033071,72.522972,0101000020E6100000512E8D5F782152402E724F5777083740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000512E8D5F782152402E724F5777083740
94ea0dce-6d6f-4578-bfc8-0f14e67d4e94,CAM-GJ-AHM-003139,Ahmedabad Junction-3139 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003139,23.106359,72.627643,0101000020E61000000EA48B4D2B285240A1A2EA573A1B3740,2026-08-22 07:55:47.732565+00:00,0101000020E61000000EA48B4D2B285240A1A2EA573A1B3740
0e8dcfb6-bcfb-4389-bd2c-c47b60b209f1,CAM-GJ-AHM-003156,Ahmedabad Junction-3156 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003156,22.919414,72.467627,0101000020E610000080EECB99ED1D52400B7C45B75EEB3640,2026-08-22 07:55:47.732565+00:00,0101000020E610000080EECB99ED1D52400B7C45B75EEB3640
11b6dd69-5dc1-42e7-aaa2-05603c8bffda,CAM-GJ-AHM-003174,Ahmedabad Junction-3174 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003174,23.045235,72.640212,0101000020E61000006FA0C03BF928524073A25D85940B3740,2026-08-22 07:55:47.732565+00:00,0101000020E61000006FA0C03BF928524073A25D85940B3740
78907e8c-deec-4b38-8ec0-4fdb34591431,CAM-GJ-AHM-003176,Ahmedabad Junction-3176 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003176,23.016767,72.667115,0101000020E6100000F2EA1C03B22A5240ECA694D74A043740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000F2EA1C03B22A5240ECA694D74A043740
6ddb94ef-94a4-46a0-99b3-8ec9e3ab6876,CAM-GJ-AHM-003215,Ahmedabad Junction-3215 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003215,22.918021,72.690339,0101000020E6100000D009A1832E2C52408D0A9C6C03EB3640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000D009A1832E2C52408D0A9C6C03EB3640
2a5c6df0-8edf-46b8-a568-b6d9b81b9c07,CAM-GJ-AHM-003216,Ahmedabad Junction-3216 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003216,23.108932,72.582761,0101000020E61000009818CBF44B255240E57CB1F7E21B3740,2026-08-22 07:55:47.732565+00:00,0101000020E61000009818CBF44B255240E57CB1F7E21B3740
0cf7d02f-d38a-4f34-970b-015623e7a09c,CAM-GJ-AHM-003221,Ahmedabad Junction-3221 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003221,23.089269,72.491141,0101000020E6100000622EA9DA6E1F5240F08B4B55DA163740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000622EA9DA6E1F5240F08B4B55DA163740
50f61b39-3280-4590-bbba-359f38df6805,CAM-GJ-AHM-003254,Ahmedabad Junction-3254 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003254,22.922305,72.499679,0101000020E6100000DFDFA0BDFA1F5240F2EF332E1CEC3640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000DFDFA0BDFA1F5240F2EF332E1CEC3640
31e54ed2-8f27-447e-93ea-3fd38a380c7f,CAM-GJ-AHM-003255,Ahmedabad Junction-3255 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003255,22.913287,72.530753,0101000020E610000040506EDBF7215240A9DC442DCDE93640,2026-08-22 07:55:47.732565+00:00,0101000020E610000040506EDBF7215240A9DC442DCDE93640
11a7dc5d-0eea-4052-b448-dd630ffa5f4a,CAM-GJ-AHM-003284,Ahmedabad Junction-3284 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003284,23.081759,72.585386,0101000020E61000005262D7F67625524057276728EE143740,2026-08-22 07:55:47.732565+00:00,0101000020E61000005262D7F67625524057276728EE143740
00e3ef00-f2ca-4d9e-ba08-eacca8a1e189,CAM-GJ-AHM-003293,Ahmedabad Junction-3293 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003293,23.086796,72.621399,0101000020E610000018B14F00C5275240726C3D4338163740,2026-08-22 07:55:47.732565+00:00,0101000020E610000018B14F00C5275240726C3D4338163740
454ae601-73c7-4f8e-b859-67e414d15099,CAM-GJ-AHM-003295,Ahmedabad Junction-3295 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003295,23.134654,72.691554,0101000020E6100000C05AB56B422C52408D463EAF78223740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000C05AB56B422C52408D463EAF78223740
0f151a13-963f-45ff-8533-f33fce3d8991,CAM-GJ-AHM-003303,Ahmedabad Junction-3303 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003303,22.922714,72.602324,0101000020E61000002366F6798C265240B48F15FC36EC3640,2026-08-22 07:55:47.732565+00:00,0101000020E61000002366F6798C265240B48F15FC36EC3640
e62c288a-7d60-4650-8a6d-460a25b9693e,CAM-GJ-AHM-003326,Ahmedabad Junction-3326 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003326,23.06781,72.54471,0101000020E610000077F35487DC2252407E5704FF5B113740,2026-08-22 07:55:47.732565+00:00,0101000020E610000077F35487DC2252407E5704FF5B113740
5f51080e-fa2e-4db7-a795-78743e5e942b,CAM-GJ-AHM-003330,Ahmedabad Junction-3330 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003330,23.044539,72.513845,0101000020E6100000A48D23D6E220524084656CE8660B3740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000A48D23D6E220524084656CE8660B3740
c96df907-8511-4719-b428-0fbd8efe7665,CAM-GJ-AHM-003333,Ahmedabad Junction-3333 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003333,23.013191,72.637267,0101000020E61000007BF486FBC8285240FE99417C60033740,2026-08-22 07:55:47.732565+00:00,0101000020E61000007BF486FBC8285240FE99417C60033740
71fe9d54-4a9c-421d-b3d5-80d2c6a9a584,CAM-GJ-AHM-003345,Ahmedabad Junction-3345 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003345,22.898607,72.474192,0101000020E610000097016729591E5240E8F4BC1B0BE63640,2026-08-22 07:55:47.732565+00:00,0101000020E610000097016729591E5240E8F4BC1B0BE63640
016ba119-bd92-4b59-9ae6-ee301b487434,CAM-GJ-AHM-003346,Ahmedabad Junction-3346 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003346,23.101677,72.564281,0101000020E610000044300E2E1D24524061C1FD80071A3740,2026-08-22 07:55:47.732565+00:00,0101000020E610000044300E2E1D24524061C1FD80071A3740
171fba08-dd78-4b05-b8e5-fd1950f7ed70,CAM-GJ-AHM-003355,Ahmedabad Junction-3355 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003355,23.141503,72.480447,0101000020E6100000861DC6A4BF1E52403049658A39243740,2026-08-22 07:55:47.732565+00:00,0101000020E6100000861DC6A4BF1E52403049658A39243740
184d76b2-4a71-40ed-a471-a5ba9c1d9a14,CAM-GJ-AHM-003374,Ahmedabad Junction-3374 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003374,22.93547,72.668144,0101000020E610000031410DDFC22A52409D6340F67AEF3640,2026-08-22 07:55:47.732565+00:00,0101000020E610000031410DDFC22A52409D6340F67AEF3640
4169980b-47f2-4eb1-97d8-78964f73c21e,CAM-GJ-AHM-003377,Ahmedabad Junction-3377 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-003377,22.914259,72.668329,0101000020E6100000FA7DFFE6C52A5240DC12B9E00CEA3640,2026-08-22 07:55:47.732565+00:00,0101000020E6100000FA7DFFE6C52A5240DC12B9E00CEA3640
